df_test.url_id,predicted,
12128,1520,1500
12130,1420,1400
12134,750,730
12137,416,396
12138,697,677
12139,1220,1200
12140,10820,10800
12141,4320,4300
12146,1220,1200
12147,2920,2900
12149,1220,1200
12151,16320,16300
12153,8220,8200
12154,968,948
12161,607,587
12165,733,713
12167,1120,1100
12179,9320,9300
12180,3520,3500
12183,3320,3300
12186,768,748
12199,856,836
12200,743,723
12203,739,719
12206,1013,993
12215,610,590
12222,800,780
12223,4020,4000
12227,987,967
12241,5820,5800
12242,47820,47800
12245,2820,2800
12246,2520,2500
12251,1320,1300
12252,2420,2400
12254,895,875
12255,878,858
12258,639,619
12259,1820,1800
12268,633,613
12269,1920,1900
12274,2320,2300
12275,1220,1200
12276,884,864
12278,922,902
12279,839,819
12281,1620,1600
12284,1420,1400
12294,1120,1100
12297,1720,1700
12300,2220,2200
12301,498,478
12308,1020,1000
12317,5520,5500
12321,1920,1900
12327,860,840
12328,7820,7800
12330,7920,7900
12333,3120,3100
12340,1820,1800
12349,1220,1200
12355,3920,3900
12359,18220,18200
12360,4820,4800
12362,5220,5200
12364,1220,1200
12365,1120,1100
12370,4620,4600
12376,1420,1400
12381,1320,1300
12391,2620,2600
12392,1220,1200
12396,2520,2500
12402,4820,4800
12403,1720,1700
12404,20120,20100
12405,10020,10000
12413,516,496
12415,5820,5800
12416,1020,1000
12417,7820,7800
12418,2520,2500
12422,6520,6500
12423,930,910
12425,781,761
12426,2920,2900
12428,5220,5200
12437,1820,1800
12438,1220,1200
12445,618,598
12453,3020,3000
12461,2420,2400
12463,7420,7400
12469,1120,1100
12475,1420,1400
12476,1120,1100
12479,1920,1900
12482,3320,3300
12483,1220,1200
12492,583,563
12494,870,850
12496,964,944
12497,1920,1900
12498,1120,1100
12503,853,833
12504,1420,1400
12507,5120,5100
12513,489,469
12517,5820,5800
12525,11920,11900
12526,5920,5900
12528,3720,3700
12535,18220,18200
12542,978,958
12543,1020,1000
12555,479,459
12560,16120,16100
12565,837,817
12566,1220,1200
12568,1320,1300
12569,893,873
12571,478,458
12573,2220,2200
12578,1520,1500
12586,1120,1100
12587,2120,2100
12591,6020,6000
12597,698,678
12601,1720,1700
12603,1120,1100
12606,3720,3700
12608,1120,1100
12609,829,809
12610,2220,2200
12611,11220,11200
12616,2620,2600
12624,3920,3900
12626,691,671
12627,1120,1100
12628,9520,9500
12634,5920,5900
12636,2820,2800
12638,2020,2000
12644,1320,1300
12651,3620,3600
12655,2220,2200
12660,1120,1100
12662,1520,1500
12666,22120,22100
12667,859,839
12669,1820,1800
12670,4120,4100
12672,14220,14200
12676,881,861
12678,656,636
12683,5320,5300
12687,851,831
12690,1020,1000
12694,664,644
12695,6420,6400
12697,1820,1800
12698,3520,3500
12703,1620,1600
12704,1220,1200
12705,787,767
12708,3920,3900
12709,1720,1700
12711,1820,1800
12712,1720,1700
12721,1620,1600
12722,17820,17800
12724,568,548
12726,835,815
12745,1020,1000
12747,4220,4200
12748,2220,2200
12750,707,687
12752,1120,1100
12764,838,818
12765,3120,3100
12768,4020,4000
12769,1520,1500
12773,7220,7200
12774,1820,1800
12777,1720,1700
12779,3720,3700
12780,1020,1000
12782,1120,1100
12784,4420,4400
12787,1220,1200
12788,641,621
12792,719,699
12793,1018,998
12798,665,645
12800,1120,1100
12805,1320,1300
12806,9020,9000
12816,597,577
12818,3420,3400
12821,476,456
12825,499,479
12826,1320,1300
12828,4820,4800
12836,3320,3300
12842,14420,14400
12843,1020,1000
12844,1220,1200
12845,4120,4100
12848,990,970
12870,74120,74100
12874,2120,2100
12876,1420,1400
12878,5520,5500
12880,2320,2300
12883,959,939
12886,553,533
12900,534,514
12904,6420,6400
12906,1420,1400
12907,2020,2000
12912,708,688
12920,48820,48800
12921,731,711
12930,1011,991
12934,3820,3800
12938,6820,6800
12956,1920,1900
12961,1220,1200
12966,3520,3500
12967,943,923
12971,86320,86300
12972,1320,1300
12973,788,768
12977,1820,1800
12981,1720,1700
12982,1320,1300
12993,1320,1300
12996,3120,3100
12999,3020,3000
13002,4620,4600
13003,3020,3000
13014,920,900
13016,1920,1900
13020,1220,1200
13023,9620,9600
13027,1320,1300
13029,5420,5400
13031,652,632
13036,804,784
13047,2120,2100
13060,3420,3400
13062,1010,990
13064,2620,2600
13072,8820,8800
13078,450,430
13080,790,770
13086,858,838
13087,788,768
13096,1120,1100
13104,930,910
13105,2120,2100
13108,458,438
13114,729,709
13119,908,888
13120,3920,3900
13123,1720,1700
13124,1017,997
13125,934,914
13126,1820,1800
13132,870,850
13141,461,441
13150,745,725
13154,5520,5500
13159,1620,1600
13162,3220,3200
13163,989,969
13166,1220,1200
13169,823,803
13171,840,820
13172,29920,29900
13174,2820,2800
13177,1520,1500
13178,512,492
13179,1420,1400
13182,458,438
13187,704,684
13190,969,949
13195,1220,1200
13198,439,419
13207,971,951
13209,1420,1400
13211,680,660
13218,1520,1500
13220,1220,1200
13221,804,784
13222,1220,1200
13223,783,763
13227,16920,16900
13228,1920,1900
13235,898,878
13238,1020,1000
13240,2620,2600
13242,762,742
13247,470,450
13249,952,932
13254,1620,1600
13259,478,458
13261,1220,1200
13264,58820,58800
13266,3020,3000
13268,4420,4400
13269,448,428
13277,2220,2200
13289,778,758
13291,2620,2600
13294,2720,2700
13296,2120,2100
13301,3020,3000
13304,1720,1700
13305,1520,1500
13308,3420,3400
13315,5820,5800
13319,1920,1900
13324,5220,5200
13325,1020,1000
13328,1720,1700
13332,1420,1400
13334,13920,13900
13335,4520,4500
13340,4020,4000
13347,853,833
13348,1320,1300
13351,2120,2100
13354,1120,1100
13355,5120,5100
13357,8420,8400
13358,8420,8400
13364,2820,2800
13365,841,821
13366,1020,1000
13371,1620,1600
13374,1720,1700
13375,918,898
13380,1720,1700
13383,1120,1100
13384,1820,1800
13391,6520,6500
13393,1220,1200
13394,3520,3500
13396,679,659
13397,1320,1300
13400,1420,1400
13401,4920,4900
13403,1420,1400
13407,679,659
13408,4820,4800
13410,1020,1000
13413,1120,1100
13416,2420,2400
13421,834,814
13423,820,800
13425,1720,1700
13428,693,673
13431,1520,1500
13435,864,844
13437,3520,3500
13441,1520,1500
13446,508,488
13450,847,827
13451,867,847
13460,37820,37800
13469,1120,1100
13470,760,740
13471,1520,1500
13472,677,657
13476,4320,4300
13480,1220,1200
13482,1020,1000
13485,1220,1200
13487,3620,3600
13489,875,855
13493,2420,2400
13498,2020,2000
13503,1820,1800
13504,1120,1100
13506,1320,1300
13509,392,372
13510,1320,1300
13514,625,605
13515,905,885
13519,539,519
13529,3620,3600
13530,1520,1500
13533,13320,13300
13534,1320,1300
13541,593,573
13542,636,616
13544,1120,1100
13545,1420,1400
13546,928,908
13550,1320,1300
13551,1019,999
13552,493,473
13554,1120,1100
13555,2420,2400
13565,565,545
13566,7420,7400
13568,2620,2600
13570,1220,1200
13577,15920,15900
13585,27120,27100
13592,636,616
13596,6120,6100
13599,13720,13700
13601,1320,1300
13614,2620,2600
13623,2720,2700
13624,625,605
13629,1420,1400
13632,15520,15500
13635,990,970
13637,1220,1200
13643,800,780
13646,1220,1200
13647,6720,6700
13656,2320,2300
13658,1007,987
13659,888,868
13673,995,975
13679,1220,1200
13680,727,707
13681,600,580
13682,671,651
13684,1420,1400
13686,1520,1500
13688,717,697
13691,846,826
13697,2920,2900
13699,5020,5000
13703,1620,1600
13705,1120,1100
13709,20020,20000
13719,3220,3200
13722,8120,8100
13725,695,675
13729,631,611
13732,1020,1000
13733,6520,6500
13735,9820,9800
13736,3820,3800
13744,1920,1900
13746,1320,1300
13748,1120,1100
13754,2320,2300
13755,1420,1400
13758,1720,1700
13767,6920,6900
13769,3220,3200
13772,710,690
13774,1420,1400
13775,1220,1200
13777,936,916
13782,850,830
13784,2120,2100
13786,6720,6700
13788,6020,6000
13789,1120,1100
13793,1820,1800
13795,2020,2000
13798,11520,11500
13799,1320,1300
13807,1620,1600
13811,1320,1300
13812,1020,1000
13817,6220,6200
13819,1420,1400
13820,684,664
13825,1320,1300
13834,2820,2800
13840,832,812
13853,825,805
13864,1020,1000
13866,1420,1400
13869,1320,1300
13872,1920,1900
13875,645,625
13885,1320,1300
13889,53920,53900
13898,1620,1600
13903,2220,2200
13906,785,765
13909,2020,2000
13910,836,816
13912,693,673
13918,4820,4800
13922,723,703
13926,917,897
13941,1920,1900
13944,1820,1800
13945,967,947
13956,1020,1000
13962,1420,1400
13979,1120,1100
13983,18320,18300
13984,1220,1200
13987,961,941
13994,2920,2900
14001,2820,2800
14002,1120,1100
14004,1320,1300
14006,600,580
14009,1120,1100
14012,914,894
14013,8120,8100
14014,568,548
14015,1220,1200
14021,1320,1300
14023,2620,2600
14028,938,918
14032,729,709
14039,5120,5100
14044,910,890
14049,983,963
14054,915,895
14056,3320,3300
14057,1120,1100
14059,631,611
14062,912,892
14063,2020,2000
14067,1320,1300
14069,3620,3600
14073,8320,8300
14078,739,719
14081,2320,2300
14085,1820,1800
14087,3120,3100
14088,1420,1400
14089,1220,1200
14092,1920,1900
14097,2120,2100
14098,22520,22500
14099,1520,1500
14112,1420,1400
14118,1920,1900
14125,4420,4400
14126,6420,6400
14128,1520,1500
14130,8220,8200
14133,865,845
14140,2720,2700
14145,9920,9900
14146,1120,1100
14152,9420,9400
14153,1620,1600
14157,1120,1100
14158,2420,2400
14163,756,736
14173,2020,2000
14175,977,957
14176,5220,5200
14186,697,677
14192,1820,1800
14195,4420,4400
14199,1220,1200
14200,1020,1000
14201,3520,3500
14203,39920,39900
14204,2620,2600
14205,1016,996
14207,932,912
14215,7920,7900
14217,7720,7700
14224,3420,3400
14225,4420,4400
14229,1920,1900
14231,1720,1700
14233,1920,1900
14235,2620,2600
14237,1220,1200
14251,871,851
14253,1420,1400
14255,643,623
14259,7120,7100
14272,1120,1100
14277,1820,1800
14278,1120,1100
14279,620,600
14280,737,717
14281,31320,31300
14286,778,758
14289,1320,1300
14290,3420,3400
14293,9820,9800
14294,2720,2700
14301,930,910
14302,1420,1400
14309,974,954
14312,9520,9500
14316,1120,1100
14320,933,913
14324,2120,2100
14325,820,800
14329,13720,13700
14332,11020,11000
14334,1010,990
14337,2320,2300
14338,685,665
14340,875,855
14344,1320,1300
14347,3520,3500
14349,806,786
14352,1920,1900
14353,7620,7600
14354,2220,2200
14358,842,822
14360,794,774
14363,916,896
14368,919,899
14369,3120,3100
14372,1920,1900
14379,491,471
14388,1720,1700
14400,1120,1100
14402,1720,1700
14407,1420,1400
14414,1320,1300
14416,1220,1200
14417,6120,6100
14423,2720,2700
14425,994,974
14428,1620,1600
14437,16020,16000
14438,1720,1700
14439,2020,2000
14440,3720,3700
14443,1120,1100
14447,4220,4200
14449,1220,1200
14450,2220,2200
14451,4820,4800
14452,1920,1900
14464,6620,6600
14484,1020,1000
14486,5720,5700
14487,1120,1100
14491,17020,17000
14494,1220,1200
14495,1520,1500
14497,926,906
14498,1220,1200
14501,872,852
14503,2920,2900
14509,10420,10400
14510,816,796
14511,682,662
14513,699,679
14514,2520,2500
14517,1920,1900
14518,1020,1000
14519,488,468
14522,815,795
14523,1720,1700
14524,72120,72100
14525,1120,1100
14527,5220,5200
14529,1020,1000
14530,656,636
14531,24420,24400
14533,692,672
14537,1320,1300
14542,1620,1600
14552,811,791
14556,54220,54200
14558,1620,1600
14560,672,652
14563,1820,1800
14566,2420,2400
14567,1320,1300
14569,24920,24900
14570,1720,1700
14575,543,523
14577,6920,6900
14584,1120,1100
14585,1120,1100
14594,1020,1000
14599,4120,4100
14600,1220,1200
14602,667,647
14605,3720,3700
14617,1820,1800
14621,1220,1200
14624,2720,2700
14625,1120,1100
14640,2020,2000
14641,760,740
14649,583,563
14651,1320,1300
14654,984,964
14655,2220,2200
14660,660,640
14662,866,846
14663,1120,1100
14667,6020,6000
14668,1620,1600
14669,870,850
14670,1017,997
14671,2320,2300
14674,1420,1400
14680,4720,4700
14682,7220,7200
14692,1620,1600
14697,4920,4900
14700,3820,3800
14705,1420,1400
14706,1120,1100
14709,1220,1200
14713,416,396
14715,2020,2000
14716,1320,1300
14725,917,897
14727,838,818
14728,856,836
14733,621,601
14736,797,777
14739,850,830
14745,1820,1800
14748,975,955
14756,562,542
14759,1120,1100
14761,1019,999
14762,556,536
14768,8720,8700
14771,3720,3700
14779,20720,20700
14781,2220,2200
14786,2220,2200
14787,2820,2800
14795,2620,2600
14799,2820,2800
14801,1420,1400
14803,4020,4000
14805,2120,2100
14806,2920,2900
14808,3020,3000
14810,2420,2400
14814,1720,1700
14817,3320,3300
14821,1002,982
14823,1120,1100
14824,1520,1500
14829,1620,1600
14833,957,937
14834,1520,1500
14836,3720,3700
14837,4020,4000
14842,1420,1400
14843,3020,3000
14851,1520,1500
14852,1620,1600
14855,608,588
14856,1220,1200
14865,6220,6200
14866,2320,2300
14868,1620,1600
14869,1620,1600
14872,7420,7400
14882,804,784
14883,764,744
14886,599,579
14887,15520,15500
14894,49720,49700
14896,3820,3800
14898,876,856
14900,988,968
14902,524,504
14904,2120,2100
14906,1006,986
14908,904,884
14914,849,829
14915,800,780
14917,607,587
14918,1001,981
14925,22320,22300
14926,1820,1800
14935,880,860
14937,718,698
14941,13520,13500
14942,2020,2000
14945,420,400
14949,647,627
14952,1320,1300
14954,861,841
14956,1020,1000
14957,654,634
14967,1420,1400
14970,774,754
14977,685,665
14982,563,543
14983,725,705
14991,618,598
14994,19120,19100
14996,468,448
15000,941,921
15004,686,666
15005,4120,4100
15009,1920,1900
15011,1020,1000
15012,1220,1200
15017,932,912
15022,521,501
15025,3120,3100
15027,1520,1500
15031,1011,991
15037,735,715
15041,1020,1000
15043,2620,2600
15046,1120,1100
15056,653,633
15061,1320,1300
15074,2720,2700
15076,55220,55200
15077,8820,8800
15078,777,757
15080,20720,20700
15083,1620,1600
15084,975,955
15085,1120,1100
15088,844,824
15091,1520,1500
15094,1120,1100
15096,2420,2400
15097,3720,3700
15101,2620,2600
15103,1020,1000
15104,1420,1400
15108,6720,6700
15112,2920,2900
15115,881,861
15118,6120,6100
15122,1420,1400
15123,1220,1200
15127,6220,6200
15132,12720,12700
15133,2420,2400
15137,5020,5000
15139,1420,1400
15140,759,739
15150,2220,2200
15160,995,975
15170,1320,1300
15173,3020,3000
15183,2420,2400
15184,11220,11200
15191,1220,1200
15192,1020,1000
15195,1920,1900
15199,64520,64500
15202,685,665
15205,5720,5700
15206,713,693
15207,1620,1600
15228,1120,1100
15240,1120,1100
15243,2520,2500
15244,1120,1100
15247,847,827
15248,590,570
15249,1520,1500
15252,562,542
15254,1620,1600
15264,11120,11100
15268,904,884
15269,2720,2700
15271,1920,1900
15274,2720,2700
15278,1120,1100
15281,628,608
15288,8720,8700
15302,698,678
15303,960,940
15304,1120,1100
15307,13120,13100
15311,832,812
15314,3320,3300
15315,781,761
15317,1620,1600
15326,2620,2600
15328,1520,1500
15338,2820,2800
15339,3520,3500
15346,1520,1500
15348,732,712
15349,2220,2200
15353,887,867
15355,1220,1200
15362,1820,1800
15364,3820,3800
15375,672,652
15378,2020,2000
15379,1120,1100
15383,450,430
15389,1420,1400
15390,901,881
15392,2920,2900
15394,521,501
15396,4420,4400
15399,736,716
15402,626,606
15408,6520,6500
15409,1420,1400
15413,1120,1100
15414,521,501
15419,4620,4600
15429,1520,1500
15430,1220,1200
15432,2120,2100
15437,1620,1600
15440,8220,8200
15443,673,653
15445,2620,2600
15448,1120,1100
15449,1017,997
15450,1420,1400
15452,1520,1500
15455,1120,1100
15456,1620,1600
15457,862,842
15459,711,691
15462,4420,4400
15463,5120,5100
15464,1720,1700
15470,6020,6000
15472,5020,5000
15478,1220,1200
15481,790,770
15485,3320,3300
15488,6820,6800
15491,1920,1900
15498,4520,4500
15499,1320,1300
15501,8320,8300
15502,1820,1800
15511,1018,998
15514,923,903
15515,11920,11900
15516,1220,1200
15519,10020,10000
15520,1220,1200
15528,1020,1000
15530,943,923
15532,1620,1600
15536,3520,3500
15537,30020,30000
15543,2420,2400
15544,1120,1100
15546,2920,2900
15549,4420,4400
15550,1520,1500
15556,3820,3800
15559,1820,1800
15560,1220,1200
15564,2120,2100
15569,2320,2300
15571,7220,7200
15576,2220,2200
15578,53120,53100
15579,992,972
15588,1320,1300
15589,579,559
15591,1020,1000
15595,1120,1100
15609,954,934
15612,603,583
15613,1320,1300
15614,835,815
15620,841,821
15629,1420,1400
15630,776,756
15633,3620,3600
15636,7720,7700
15637,858,838
15640,1220,1200
15641,1520,1500
15643,1320,1300
15652,1020,1000
15654,3420,3400
15655,2320,2300
15660,7720,7700
15662,586,566
15668,2120,2100
15669,1720,1700
15677,1420,1400
15683,1720,1700
15685,1820,1800
15686,495,475
15687,11320,11300
15688,1120,1100
15697,850,830
15704,744,724
15706,2120,2100
15708,927,907
15710,2120,2100
15712,4520,4500
15716,2320,2300
15719,700,680
15723,4220,4200
15727,2320,2300
15739,958,938
15741,1220,1200
15742,1020,1000
15743,1220,1200
15745,635,615
15748,967,947
15752,713,693
15754,815,795
15766,2720,2700
15767,8520,8500
15770,1720,1700
15776,4820,4800
15779,974,954
15784,752,732
15792,10620,10600
15794,1320,1300
15797,830,810
15798,1220,1200
15811,1320,1300
15813,1020,1000
15816,566,546
15819,1720,1700
15821,2120,2100
15824,2520,2500
15825,1520,1500
15827,819,799
15840,1220,1200
15841,1820,1800
15849,1220,1200
15851,1020,1000
15852,812,792
15857,1120,1100
15862,1520,1500
15869,2220,2200
15870,9320,9300
15873,3920,3900
15875,15620,15600
15887,1220,1200
15889,1320,1300
15890,15820,15800
15894,25920,25900
15898,1720,1700
15899,3120,3100
15900,7420,7400
15907,3320,3300
15912,1020,1000
15915,48020,48000
15918,939,919
15925,1220,1200
15927,1620,1600
15932,1920,1900
15933,3020,3000
15936,631,611
15937,2220,2200
15941,6220,6200
15942,17620,17600
15945,1020,1000
15948,1120,1100
15949,1420,1400
15952,947,927
15953,1920,1900
15955,971,951
15958,887,867
15961,1320,1300
15963,592,572
15967,751,731
15973,1220,1200
15974,3120,3100
15979,776,756
15982,3620,3600
15990,5020,5000
15995,1620,1600
15998,1220,1200
16001,992,972
16002,12220,12200
16004,1120,1100
16008,2020,2000
16010,441020,441000
16016,882,862
16021,1120,1100
16022,4920,4900
16032,959,939
16035,729,709
16040,975,955
16046,53520,53500
16047,808,788
16049,2520,2500
16054,2420,2400
16055,1320,1300
16057,644,624
16058,3620,3600
16068,824,804
16070,594,574
16073,959,939
16076,4620,4600
16077,1920,1900
16080,902,882
16083,926,906
16085,2520,2500
16088,15320,15300
16089,5220,5200
16096,3320,3300
16098,1620,1600
16099,1320,1300
16105,33020,33000
16107,792,772
16108,2020,2000
16109,1320,1300
16115,4320,4300
16117,7520,7500
16119,8620,8600
16126,1120,1100
16130,935,915
16131,1020,1000
16132,644,624
16136,2120,2100
16138,1620,1600
16142,1720,1700
16143,1220,1200
16145,1020,1000
16146,50920,50900
16150,128520,128500
16155,897,877
16156,683,663
16158,2020,2000
16163,1920,1900
16165,4420,4400
16166,2120,2100
16169,807,787
16181,1620,1600
16186,14820,14800
16191,2120,2100
16194,8120,8100
16197,8120,8100
16208,8720,8700
16210,1420,1400
16213,2820,2800
16217,12320,12300
16218,2620,2600
16222,1820,1800
16223,12120,12100
16224,2720,2700
16229,3720,3700
16236,16520,16500
16239,3620,3600
16243,3720,3700
16244,1520,1500
16246,1420,1400
16247,982,962
16250,1720,1700
16251,1020,1000
16252,2620,2600
16256,712,692
16258,4920,4900
16260,1008,988
16263,2220,2200
16266,2620,2600
16271,1420,1400
16272,11520,11500
16280,1120,1100
16287,2020,2000
16289,1020,1000
16299,937,917
16302,785,765
16303,1420,1400
16307,876,856
16310,1120,1100
16312,944,924
16314,1920,1900
16315,822,802
16326,724,704
16329,3520,3500
16337,663,643
16338,524,504
16339,1520,1500
16341,759,739
16349,1120,1100
16354,944,924
16357,1020,1000
16358,230,210
16360,1820,1800
16363,1720,1700
16366,2920,2900
16369,835,815
16373,1320,1300
16374,14420,14400
16375,708,688
16379,1620,1600
16380,5120,5100
16392,833,813
16393,1020,1000
16398,2020,2000
16403,4320,4300
16406,935,915
16409,1620,1600
16414,1320,1300
16426,1820,1800
16427,1920,1900
16429,3720,3700
16432,705,685
16436,1420,1400
16437,18320,18300
16440,880,860
16444,1120,1100
16445,1020,1000
16446,1120,1100
16451,2420,2400
16456,1320,1300
16458,9820,9800
16459,1420,1400
16463,721,701
16466,11920,11900
16470,7320,7300
16473,704,684
16480,801,781
16484,1920,1900
16485,1020,1000
16486,3320,3300
16487,4720,4700
16488,6220,6200
16495,531,511
16497,1720,1700
16501,3720,3700
16502,1520,1500
16508,2720,2700
16522,874,854
16524,1120,1100
16526,1820,1800
16527,3020,3000
16530,1720,1700
16531,706,686
16534,4120,4100
16537,1220,1200
16541,1220,1200
16547,5120,5100
16562,1820,1800
16570,800,780
16572,1920,1900
16574,1920,1900
16577,937,917
16578,6020,6000
16582,1320,1300
16585,1014,994
16590,2320,2300
16594,1620,1600
16595,1520,1500
16596,37020,37000
16598,1320,1300
16601,1220,1200
16604,943,923
16608,4420,4400
16610,20320,20300
16613,2720,2700
16615,2020,2000
16627,570,550
16629,17020,17000
16630,1120,1100
16631,42320,42300
16632,12820,12800
16634,3220,3200
16635,1620,1600
16637,2120,2100
16642,13920,13900
16643,139620,139600
16652,4520,4500
16659,11220,11200
16661,12820,12800
16667,1820,1800
16672,2020,2000
16676,1520,1500
16681,790,770
16687,122820,122800
16688,547,527
16692,1820,1800
16696,1220,1200
16698,826,806
16701,1820,1800
16703,997,977
16706,2120,2100
16715,920,900
16717,1520,1500
16721,1120,1100
16722,1820,1800
16725,5520,5500
16728,665,645
16738,963,943
16740,1520,1500
16743,967,947
16752,2820,2800
16757,1320,1300
16771,865,845
16772,3220,3200
16773,5420,5400
16776,1420,1400
16777,832,812
16779,931,911
16781,2620,2600
16784,2220,2200
16791,1220,1200
16793,2220,2200
16794,692,672
16801,10520,10500
16809,2320,2300
16812,1920,1900
16817,16920,16900
16818,11220,11200
16819,4820,4800
16822,3420,3400
16825,1720,1700
16826,14920,14900
16837,2920,2900
16843,7320,7300
16845,5120,5100
16851,1720,1700
16853,17820,17800
16854,2920,2900
16861,2020,2000
16864,1420,1400
16869,1020,1000
16871,1015,995
16872,738,718
16873,7720,7700
16874,1120,1100
16875,1120,1100
16880,942,922
16884,3120,3100
16889,470,450
16898,1220,1200
16899,5120,5100
16901,871,851
16904,9820,9800
16906,588,568
16908,551,531
16909,732,712
16910,796,776
16915,30320,30300
16917,6520,6500
16922,1320,1300
16928,800,780
16930,21020,21000
16938,4820,4800
16943,984,964
16945,1320,1300
16946,10920,10900
16954,947,927
16956,4420,4400
16957,1020,1000
16958,1620,1600
16966,1120,1100
16971,946,926
16982,13820,13800
16984,1220,1200
16985,1120,1100
16990,158920,158900
17007,2620,2600
17016,1620,1600
17018,1320,1300
17024,2320,2300
17027,1120,1100
17032,698,678
17034,904,884
17043,1020,1000
17047,1220,1200
17051,6220,6200
17053,802,782
17057,762,742
17062,2720,2700
17081,4620,4600
17082,7220,7200
17083,3020,3000
17085,1120,1100
17091,663,643
17092,5420,5400
17093,993,973
17096,1120,1100
17098,3920,3900
17103,4020,4000
17106,698,678
17107,648,628
17114,2720,2700
17115,603,583
17127,865,845
17131,914,894
17136,1720,1700
17139,4920,4900
17145,2020,2000
17152,1120,1100
17155,1320,1300
17156,31320,31300
17161,1120,1100
17163,1120,1100
17170,1420,1400
17173,833,813
17174,2020,2000
17181,8020,8000
17182,4120,4100
17183,26620,26600
17185,3920,3900
17192,1720,1700
17193,3420,3400
17194,1320,1300
17201,1820,1800
17203,10720,10700
17213,17320,17300
17216,2020,2000
17220,1120,1100
17224,1520,1500
17226,2820,2800
17227,3620,3600
17232,1420,1400
17238,707,687
17240,575,555
17241,992,972
17242,4520,4500
17246,698,678
17255,996,976
17256,635,615
17258,4620,4600
17259,1420,1400
17263,3220,3200
17265,2620,2600
17269,621,601
17271,1120,1100
17274,2920,2900
17278,573,553
17279,3720,3700
17284,803,783
17289,1420,1400
17296,5820,5800
17298,5520,5500
17301,2320,2300
17308,710,690
17314,1620,1600
17315,44720,44700
17318,1820,1800
17322,1020,1000
17325,12020,12000
17332,1020,1000
17333,5420,5400
17345,645,625
17347,2220,2200
17349,840,820
17357,733,713
17360,967,947
17362,1120,1100
17366,1520,1500
17371,24220,24200
17372,3020,3000
17378,3520,3500
17383,1720,1700
17385,1120,1100
17387,905,885
17391,1420,1400
17395,988,968
17403,663,643
17404,19520,19500
17417,2420,2400
17420,6420,6400
17422,677,657
17423,4720,4700
17426,675,655
17429,539,519
17432,1120,1100
17435,982,962
17438,5420,5400
17440,1320,1300
17441,784,764
17450,3120,3100
17455,2420,2400
17460,839,819
17467,2520,2500
17475,948,928
17478,1020,1000
17480,2620,2600
17482,574,554
17484,1420,1400
17487,867,847
17496,2420,2400
17501,3020,3000
17502,1520,1500
17503,1120,1100
17507,854,834
17508,1020,1000
17517,1420,1400
17521,831,811
17527,1720,1700
17530,4720,4700
17533,1820,1800
17534,1120,1100
17538,2520,2500
17541,1420,1400
17544,15220,15200
17547,2720,2700
17550,2120,2100
17556,8120,8100
17557,1320,1300
17558,9920,9900
17563,1520,1500
17564,1120,1100
17568,3720,3700
17571,1320,1300
17572,1220,1200
17573,1320,1300
17576,3920,3900
17577,14720,14700
17580,2020,2000
17583,8820,8800
17589,3620,3600
17590,5320,5300
17598,3820,3800
17603,1920,1900
17608,9420,9400
17611,3020,3000
17616,1009,989
17617,38920,38900
17620,1020,1000
17629,9120,9100
17630,689,669
17632,11020,11000
17636,956,936
17638,2920,2900
17639,1420,1400
17643,745,725
17646,22220,22200
17648,1920,1900
17652,843,823
17654,29320,29300
17655,826,806
17658,787,767
17660,3520,3500
17662,1920,1900
17673,505,485
17680,1520,1500
17684,922,902
17685,4220,4200
17687,1420,1400
17688,1120,1100
17689,1920,1900
17690,984,964
17691,3320,3300
17692,1220,1200
17697,3320,3300
17701,2420,2400
17706,506,486
17710,5420,5400
17714,4820,4800
17715,660,640
17724,1820,1800
17727,956,936
17732,2720,2700
17741,1720,1700
17747,931,911
17748,545,525
17749,664,644
17751,954,934
17757,970,950
17761,1220,1200
17766,16520,16500
17767,572,552
17774,1002,982
17778,3020,3000
17783,744,724
17789,1220,1200
17791,2820,2800
17793,880,860
17797,693,673
17799,551,531
17801,1820,1800
17802,1720,1700
17805,2120,2100
17809,4620,4600
17811,1120,1100
17814,3620,3600
17824,438,418
17825,1020,1000
17826,1220,1200
17827,440,420
17828,1520,1500
17840,2420,2400
17842,477,457
17847,1520,1500
17854,1720,1700
17857,1120,1100
17863,22320,22300
17864,954,934
17865,6320,6300
17876,1020,1000
17880,1020,1000
17883,1820,1800
17886,1120,1100
17889,16620,16600
17891,4520,4500
17893,1720,1700
17897,11520,11500
17899,4320,4300
17900,5120,5100
17905,4620,4600
17909,6520,6500
17914,1120,1100
17922,1620,1600
17924,1320,1300
17927,3520,3500
17929,9320,9300
17930,2120,2100
17933,1420,1400
17934,3820,3800
17936,1420,1400
17944,2520,2500
17945,3420,3400
17946,986,966
17953,1420,1400
17954,3420,3400
17956,4520,4500
17958,2120,2100
17959,4620,4600
17962,607,587
17964,1820,1800
17966,981,961
17967,1020,1000
17970,5320,5300
17972,15720,15700
17977,542,522
17978,5320,5300
17979,1620,1600
17981,1320,1300
17984,1720,1700
17986,8220,8200
17997,1720,1700
17998,1020,1000
18000,1920,1900
18001,741,721
18002,1520,1500
18006,1520,1500
18009,1820,1800
18015,987,967
18022,3720,3700
18030,1120,1100
18031,9620,9600
18036,1520,1500
18039,3820,3800
18040,1220,1200
18042,10620,10600
18048,1320,1300
18060,1420,1400
18066,926,906
18067,1420,1400
18068,1620,1600
18075,3020,3000
18080,905,885
18081,565,545
